73	h5nc	4B	5000				
-	2391	SI_Player_Komachi_11	27	96	48	32	48
-	2392	SI_Player_Komachi_12	27	128	48	32	48
-	2393	SI_Player_Komachi_13	27	160	48	32	48
-	2394	SI_Player_Komachi_14	27	192	48	32	48
-	2395	SI_Player_Komachi_15	27	224	48	32	48
-	2396	SI_Player_Komachi_16	27	0	96	32	48
-	2397	SI_Player_Komachi_17	27	32	96	32	48
-	2398	SI_Player_Komachi_18	27	64	96	32	48
-	2399	SI_Player_Komachi_19	27	96	96	32	48
-	2400	SI_Player_Komachi_20	27	128	96	32	48
-	2401	SI_Player_Komachi_21	27	160	96	32	48
-	2402	SI_Player_Komachi_22	27	192	96	32	48
-	2403	SI_Player_Komachi_23	27	224	96	32	48
-	2404	SI_Player_Remilia_0	28	0	96	48	48
-	2405	SI_Player_Remilia_1	28	48	96	48	48
-	2406	SI_Player_Remilia_2	28	96	96	48	48
-	2407	SI_Player_Remilia_3	28	144	96	48	48
-	2408	SI_Player_Remilia_4	28	192	96	48	48
-	2409	SI_Player_Remilia_5	28	0	144	48	48
-	2410	SI_Player_Remilia_6	28	48	144	48	48
-	2411	SI_Player_Remilia_7	28	96	144	48	48
-	2412	SI_Player_Remilia_8	28	144	144	48	48
-	2413	SI_Player_Remilia_9	28	192	144	48	48
-	2414	SI_Player_ReimuII_0	29	0	0	32	48
-	2415	SI_Player_ReimuII_1	29	32	0	32	48
-	2416	SI_Player_ReimuII_2	29	64	0	32	48
-	2417	SI_Player_ReimuII_3	29	96	0	32	48
-	2418	SI_Player_ReimuII_4	29	128	0	32	48
-	2419	SI_Player_ReimuII_5	29	160	0	32	48
-	2420	SI_Player_ReimuII_6	29	192	0	32	48
-	2421	SI_Player_ReimuII_7	29	224	0	32	48
-	2422	SI_Player_ReimuII_8	29	0	48	32	48
-	2423	SI_Player_ReimuII_9	29	32	48	32	48
-	2424	SI_Player_ReimuII_10	29	64	48	32	48
-	2425	SI_Player_ReimuII_11	29	96	48	32	48
-	2426	SI_Player_ReimuII_12	29	128	48	32	48
-	2427	SI_Player_ReimuII_13	29	160	48	32	48
-	2428	SI_Player_ReimuII_14	29	192	48	32	48
-	2429	SI_Player_ReimuII_15	29	224	48	32	48
-	2430	SI_Player_ReimuII_16	29	0	96	32	48
-	2431	SI_Player_ReimuII_17	29	32	96	32	48
-	2432	SI_Player_ReimuII_18	29	64	96	32	48
-	2433	SI_Player_ReimuII_19	29	96	96	32	48
-	2434	SI_Player_ReimuII_20	29	128	96	32	48
-	2435	SI_Player_ReimuII_21	29	160	96	32	48
-	2436	SI_Player_ReimuII_22	29	192	96	32	48
-	2437	SI_Player_ReimuII_23	29	224	96	32	48
-	2438	SI_Player_MarisaII_0	30	0	0	32	48
-	2439	SI_Player_MarisaII_1	30	32	0	32	48
-	2440	SI_Player_MarisaII_2	30	64	0	32	48
-	2441	SI_Player_MarisaII_3	30	96	0	32	48
-	2442	SI_Player_MarisaII_4	30	128	0	32	48
-	2443	SI_Player_MarisaII_5	30	160	0	32	48
-	2444	SI_Player_MarisaII_6	30	192	0	32	48
-	2445	SI_Player_MarisaII_7	30	224	0	32	48
-	2446	SI_Player_MarisaII_8	30	0	48	32	48
-	2447	SI_Player_MarisaII_9	30	32	48	32	48
-	2448	SI_Player_MarisaII_10	30	64	48	32	48
-	2449	SI_Player_MarisaII_11	30	96	48	32	48
-	2450	SI_Player_MarisaII_12	30	128	48	32	48
-	2451	SI_Player_MarisaII_13	30	160	48	32	48
-	2452	SI_Player_MarisaII_14	30	192	48	32	48
-	2453	SI_Player_MarisaII_15	30	224	48	32	48
-	2454	SI_Player_MarisaII_16	30	0	96	32	48
-	2455	SI_Player_MarisaII_17	30	32	96	32	48
-	2456	SI_Player_MarisaII_18	30	64	96	32	48
-	2457	SI_Player_MarisaII_19	30	96	96	32	48
-	2458	SI_Player_MarisaII_20	30	128	96	32	48
-	2459	SI_Player_MarisaII_21	30	160	96	32	48
-	2460	SI_Player_MarisaII_22	30	192	96	32	48
-	2461	SI_Player_MarisaII_23	30	224	96	32	48
-	2462	SI_Player_Yukari_0	31	128	48	32	48
-	2463	SI_Player_Yukari_1	31	160	48	32	48
-	2464	SI_Player_Yukari_2	31	192	48	32	48
-	2465	SI_Player_Yukari_3	31	224	48	32	48
-	2466	SI_Player_Yukari_4	31	0	96	32	48
-	2467	SI_Player_Yukari_5	31	32	96	32	48
-	2468	SI_Player_Yukari_6	31	64	96	32	48
-	2469	SI_Player_Yukari_7	31	96	96	32	48
-	2470	SI_Player_Yukari_8	31	128	96	32	48
-	2471	SI_Player_Yukari_9	31	160	96	32	48
-	2472	SI_Player_Yukari_10	31	192	96	32	48
-	2473	SI_Player_Yukari_11	31	224	96	32	48
-	2474	SI_Player_Yukari_Ran_0	31	128	144	32	48
-	2475	SI_Player_Yukari_Ran_1	31	160	144	32	48
-	2476	SI_Player_Yukari_Ran_2	31	192	144	32	48
-	2477	SI_Player_Yukari_Ran_3	31	224	144	32	48
-	2478	SI_Player_Yukari_Ran_4	31	128	192	32	48
-	2479	SI_Player_Yukari_Ran_5	31	160	192	32	48
-	2480	SI_Player_Yukari_Ran_6	31	192	192	32	48
-	2481	SI_Player_Yukari_Ran_7	31	224	192	32	48
-	2482	SI_Player_Yukari_Ran_Rolling	31	80	144	48	48
-	2483	SI_Player_Sanae_0	32	0	0	32	48
-	2484	SI_Player_Sanae_1	32	32	0	32	48
-	2485	SI_Player_Sanae_2	32	64	0	32	48
-	2486	SI_Player_Sanae_3	32	96	0	32	48
-	2487	SI_Player_Sanae_4	32	128	0	32	48
-	2488	SI_Player_Sanae_5	32	160	0	32	48
-	2489	SI_Player_Sanae_6	32	192	0	32	48
-	2490	SI_Player_Sanae_7	32	224	0	32	48
-	2491	SI_Player_Sanae_8	32	0	48	32	48
-	2492	SI_Player_Sanae_9	32	32	48	32	48
-	2493	SI_Player_Sanae_10	32	64	48	32	48
-	2494	SI_Player_Sanae_11	32	96	48	32	48
-	2495	SI_Player_Sanae_12	32	128	48	32	48
-	2496	SI_Player_Sanae_13	32	160	48	32	48
-	2497	SI_Player_Sanae_14	32	192	48	32	48
-	2498	SI_Player_Sanae_15	32	224	48	32	48
-	2499	SI_Player_Sanae_16	32	0	96	32	48
-	2500	SI_Player_Sanae_17	32	32	96	32	48
-	2501	SI_Player_Sanae_18	32	64	96	32	48
-	2502	SI_Player_Sanae_19	32	96	96	32	48
-	2503	SI_Player_Sanae_20	32	128	96	32	48
-	2504	SI_Player_Sanae_21	32	160	96	32	48
-	2505	SI_Player_Sanae_22	32	192	96	32	48
-	2506	SI_Player_Sanae_23	32	224	96	32	48
-	2507	SI_Player_Hatate_0	33	0	0	32	48
-	2508	SI_Player_Hatate_1	33	32	0	32	48
-	2509	SI_Player_Hatate_2	33	64	0	32	48
-	2510	SI_Player_Hatate_3	33	96	0	32	48
-	2511	SI_Player_Hatate_4	33	128	0	32	48
-	2512	SI_Player_Hatate_5	33	160	0	32	48
-	2513	SI_Player_Hatate_6	33	192	0	32	48
-	2514	SI_Player_Hatate_7	33	224	0	32	48
-	2515	SI_Player_Hatate_8	33	0	48	32	48
-	2516	SI_Player_Hatate_9	33	32	48	32	48
-	2517	SI_Player_Hatate_10	33	64	48	32	48
-	2518	SI_Player_Hatate_11	33	96	48	32	48
-	2519	SI_Player_Hatate_12	33	128	48	32	48
-	2520	SI_Player_Hatate_13	33	160	48	32	48
-	2521	SI_Player_Hatate_14	33	192	48	32	48
-	2522	SI_Player_Hatate_15	33	224	48	32	48
-	2523	SI_Player_Hatate_16	33	0	96	32	48
-	2524	SI_Player_Hatate_17	33	32	96	32	48
-	2525	SI_Player_Hatate_18	33	64	96	32	48
-	2526	SI_Player_Hatate_19	33	96	96	32	48
-	2527	SI_Player_Hatate_20	33	128	96	32	48
-	2528	SI_Player_Hatate_21	33	160	96	32	48
-	2529	SI_Player_Hatate_22	33	192	96	32	48
-	2530	SI_Player_Hatate_23	33	224	96	32	48
#		PlayerSpellCutIn(3000~3399)					
-	3000	SI_PlayerSpellCutIn_01_LL	260	0	0	256	85
-	3001	SI_PlayerSpellCutIn_01_LR	260	0	85	32	85
-	3002	SI_PlayerSpellCutIn_01_RL	260	0	170	256	85
-	3003	SI_PlayerSpellCutIn_01_RR	260	224	85	32	85
-	3004	SI_PlayerSpellCutIn_02_LL	261	0	0	256	85
-	3005	SI_PlayerSpellCutIn_02_LR	261	0	85	32	85
-	3006	SI_PlayerSpellCutIn_02_RL	261	0	170	256	85
-	3007	SI_PlayerSpellCutIn_02_RR	261	224	85	32	85
-	3008	SI_PlayerSpellCutIn_03_LL	262	0	0	256	85
-	3009	SI_PlayerSpellCutIn_03_LR	262	0	85	32	85
-	3010	SI_PlayerSpellCutIn_03_RL	262	0	170	256	85
-	3011	SI_PlayerSpellCutIn_03_RR	262	224	85	32	85
-	3012	SI_PlayerSpellCutIn_04_LL	263	0	0	256	85
-	3013	SI_PlayerSpellCutIn_04_LR	263	0	85	32	85
-	3014	SI_PlayerSpellCutIn_04_RL	263	0	170	256	85
-	3015	SI_PlayerSpellCutIn_04_RR	263	224	85	32	85
-	3016	SI_PlayerSpellCutIn_05_LL	264	0	0	256	85
-	3017	SI_PlayerSpellCutIn_05_LR	264	0	85	32	85
-	3018	SI_PlayerSpellCutIn_05_RL	264	0	170	256	85
-	3019	SI_PlayerSpellCutIn_05_RR	264	224	85	32	85
-	3020	SI_PlayerSpellCutIn_06_LL	265	0	0	256	85
-	3021	SI_PlayerSpellCutIn_06_LR	265	0	85	32	85
-	3022	SI_PlayerSpellCutIn_06_RL	265	0	170	256	85
-	3023	SI_PlayerSpellCutIn_06_RR	265	224	85	32	85
-	3024	SI_PlayerSpellCutIn_07_LL	266	0	0	256	85
-	3025	SI_PlayerSpellCutIn_07_LR	266	0	85	32	85
-	3026	SI_PlayerSpellCutIn_07_RL	266	0	170	256	85
-	3027	SI_PlayerSpellCutIn_07_RR	266	224	85	32	85
-	3028	SI_PlayerSpellCutIn_08_LL	267	0	0	256	85
-	3029	SI_PlayerSpellCutIn_08_LR	267	0	85	32	85
-	3030	SI_PlayerSpellCutIn_08_RL	267	0	170	256	85
-	3031	SI_PlayerSpellCutIn_08_RR	267	224	85	32	85
-	3032	SI_PlayerSpellCutIn_09_LL	268	0	0	256	85
-	3033	SI_PlayerSpellCutIn_09_LR	268	0	85	32	85
-	3034	SI_PlayerSpellCutIn_09_RL	268	0	170	256	85
-	3035	SI_PlayerSpellCutIn_09_RR	268	224	85	32	85
-	3036	SI_PlayerSpellCutIn_10_LL	269	0	0	256	85
-	3037	SI_PlayerSpellCutIn_10_LR	269	0	85	32	85
-	3038	SI_PlayerSpellCutIn_10_RL	269	0	170	256	85
-	3039	SI_PlayerSpellCutIn_10_RR	269	224	85	32	85
-	3040	SI_PlayerSpellCutIn_11_LL	270	0	0	256	85
-	3041	SI_PlayerSpellCutIn_11_LR	270	0	85	32	85
-	3042	SI_PlayerSpellCutIn_11_RL	270	0	170	256	85
-	3043	SI_PlayerSpellCutIn_11_RR	270	224	85	32	85
-	3044	SI_PlayerSpellCutIn_12_LL	271	0	0	256	85
-	3045	SI_PlayerSpellCutIn_12_LR	271	0	85	32	85
-	3046	SI_PlayerSpellCutIn_12_RL	271	0	170	256	85
-	3047	SI_PlayerSpellCutIn_12_RR	271	224	85	32	85
-	3048	SI_PlayerSpellCutIn_13_LL	272	0	0	256	85
-	3049	SI_PlayerSpellCutIn_13_LR	272	0	85	32	85
-	3050	SI_PlayerSpellCutIn_13_RL	272	0	170	256	85
-	3051	SI_PlayerSpellCutIn_13_RR	272	224	85	32	85
-	3052	SI_PlayerSpellCutIn_14_LL	273	0	0	256	85
-	3053	SI_PlayerSpellCutIn_14_LR	273	0	85	32	85
-	3054	SI_PlayerSpellCutIn_14_RL	273	0	170	256	85
-	3055	SI_PlayerSpellCutIn_14_RR	273	224	85	32	85
-	3056	SI_PlayerSpellCutIn_15_LL	274	0	0	256	85
-	3057	SI_PlayerSpellCutIn_15_LR	274	0	85	32	85
-	3058	SI_PlayerSpellCutIn_15_RL	274	0	170	256	85
-	3059	SI_PlayerSpellCutIn_15_RR	274	224	85	32	85
-	3060	SI_PlayerSpellCutIn_16_LL	275	0	0	256	85
-	3061	SI_PlayerSpellCutIn_16_LR	275	0	85	32	85
-	3062	SI_PlayerSpellCutIn_16_RL	275	0	170	256	85
-	3063	SI_PlayerSpellCutIn_16_RR	275	224	85	32	85
-	3064	SI_PlayerSpellCutIn_17_LL	276	0	0	256	85
-	3065	SI_PlayerSpellCutIn_17_LR	276	0	85	32	85
-	3066	SI_PlayerSpellCutIn_17_RL	276	0	170	256	85
-	3067	SI_PlayerSpellCutIn_17_RR	276	224	85	32	85
-	3068	SI_PlayerSpellCutIn_18_LL	277	0	0	256	85
-	3069	SI_PlayerSpellCutIn_18_LR	277	0	85	32	85
-	3070	SI_PlayerSpellCutIn_18_RL	277	0	170	256	85
-	3071	SI_PlayerSpellCutIn_18_RR	277	224	85	32	85
-	3072	SI_PlayerSpellCutIn_19_LL	278	0	0	256	85
-	3073	SI_PlayerSpellCutIn_19_LR	278	0	85	32	85
-	3074	SI_PlayerSpellCutIn_19_RL	278	0	170	256	85
-	3075	SI_PlayerSpellCutIn_19_RR	278	224	85	32	85
-	3076	SI_PlayerSpellCutIn_20_LL	279	0	0	256	85
-	3077	SI_PlayerSpellCutIn_20_LR	279	0	85	32	85
-	3078	SI_PlayerSpellCutIn_20_RL	279	0	170	256	85
-	3079	SI_PlayerSpellCutIn_20_RR	279	224	85	32	85
-	3080	SI_PlayerSpellCutIn_21_LL	280	0	0	256	85
-	3081	SI_PlayerSpellCutIn_21_LR	280	0	85	32	85
-	3082	SI_PlayerSpellCutIn_21_RL	280	0	170	256	85
-	3083	SI_PlayerSpellCutIn_21_RR	280	224	85	32	85
-	3084	SI_PlayerSpellCutIn_22_LL	281	0	0	256	85
-	3085	SI_PlayerSpellCutIn_22_LR	281	0	85	32	85
-	3086	SI_PlayerSpellCutIn_22_RL	281	0	170	256	85
-	3087	SI_PlayerSpellCutIn_22_RR	281	224	85	32	85
-	3088	SI_PlayerSpellCutIn_23_LL	282	0	0	256	85
-	3089	SI_PlayerSpellCutIn_23_LR	282	0	85	32	85
-	3090	SI_PlayerSpellCutIn_23_RL	282	0	170	256	85
-	3091	SI_PlayerSpellCutIn_23_RR	282	224	85	32	85
-	3092	SI_PlayerSpellCutIn_24_LL	283	0	0	256	85
-	3093	SI_PlayerSpellCutIn_24_LR	283	0	85	32	85
-	3094	SI_PlayerSpellCutIn_24_RL	283	0	170	256	85
-	3095	SI_PlayerSpellCutIn_24_RR	283	224	85	32	85
#		PlayerDrainZone(3400~3599)					
-	3400	SI_PlayerDrainZone_01	310	0	0	-1	-1
-	3401	SI_PlayerDrainZone_02	311	0	0	-1	-1
-	3402	SI_PlayerDrainZone_03	312	0	0	-1	-1
-	3403	SI_PlayerDrainZone_04	313	0	0	-1	-1
-	3404	SI_PlayerDrainZone_05	312	0	0	-1	-1
-	3405	SI_PlayerDrainZone_06	315	0	0	-1	-1
-	3406	SI_PlayerDrainZone_07	316	0	0	-1	-1
-	3407	SI_PlayerDrainZone_08	310	0	0	-1	-1
-	3408	SI_PlayerDrainZone_09	318	0	0	-1	-1
-	3409	SI_PlayerDrainZone_10	310	0	0	-1	-1
-	3410	SI_PlayerDrainZone_11	318	0	0	-1	-1
-	3411	SI_PlayerDrainZone_12	318	0	0	-1	-1
-	3412	SI_PlayerDrainZone_13	322	0	0	-1	-1
-	3413	SI_PlayerDrainZone_14	323	0	0	-1	-1
-	3414	SI_PlayerDrainZone_15	322	0	0	-1	-1
-	3415	SI_PlayerDrainZone_16	325	0	0	-1	-1
-	3416	SI_PlayerDrainZone_17	313	0	0	-1	-1
-	3417	SI_PlayerDrainZone_18	313	0	0	-1	-1
-	3418	SI_PlayerDrainZone_19	328	0	0	-1	-1
-	3419	SI_PlayerDrainZone_20	310	0	0	-1	-1
-	3420	SI_PlayerDrainZone_21	311	0	0	-1	-1
-	3421	SI_PlayerDrainZone_22	310	0	0	-1	-1
-	3422	SI_PlayerDrainZone_23	316	0	0	-1	-1
-	3423	SI_PlayerDrainZone_24	318	0	0	-1	-1
#		Scene(3600~3799)					
-	3600	SI_Scene_00_1	560	0	0	-1	-1
-	3601	SI_Scene_00_2	561	256	0	228	228
-	3602	SI_Scene_00_3	561	0	256	288	256
-	3603	SI_Scene_00_4	561	496	0	16	512
-	3604	SI_Scene_02_1	562	0	0	-1	-1
-	3605	SI_Scene_02_2	564	0	0	-1	-1
-	3606	SI_Scene_02_3	565	0	0	-1	-1
-	3607	SI_Scene_03_1	567	0	0	-1	-1
-	3608	SI_Scene_03_2	570	0	0	-1	-1
-	3609	SI_Scene_03_3_01	569	32	0	192	16
-	3610	SI_Scene_03_3_02	569	32	16	192	16
-	3611	SI_Scene_03_3_03	569	32	32	192	16
-	3612	SI_Scene_03_3_04	569	32	48	192	16
-	3613	SI_Scene_03_3_05	569	32	64	192	16
-	3614	SI_Scene_03_3_06	569	32	80	192	16
-	3615	SI_Scene_03_3_07	569	32	96	192	16
-	3616	SI_Scene_03_3_08	569	32	112	192	16
-	3617	SI_Scene_03_3_09	569	32	128	192	16
-	3618	SI_Scene_03_3_10	569	32	144	192	16
-	3619	SI_Scene_03_3_11	569	32	160	192	16
-	3620	SI_Scene_03_3_12	569	32	176	192	16
-	3621	SI_Scene_03_3_13	569	32	192	192	16
-	3622	SI_Scene_03_3_14	569	32	208	192	16
-	3623	SI_Scene_03_3_15	569	32	224	192	16
-	3624	SI_Scene_03_3_16	569	32	240	192	16
-	3625	SI_Scene_03_4_01	569	0	0	16	512
-	3626	SI_Scene_03_4_02	569	240	0	16	512
-	3627	SI_Scene_03_4_03	569	16	0	16	512
-	3628	SI_Scene_03_4_04	569	224	0	16	512
-	3629	SI_Scene_04_1	571	0	0	-1	-1
-	3630	SI_Scene_04_2	572	0	0	512	256
-	3631	SI_Scene_05_1	573	0	0	256	512
-	3632	SI_Scene_05_2	574	0	0	256	512
-	3633	SI_Scene_05_3	575	0	0	-1	-1
-	3634	SI_Scene_05_4	576	0	0	-1	-1
-	3635	SI_Scene_06_1	577	0	0	512	512
-	3636	SI_Scene_06_2	578	0	0	-1	-1
-	3637	SI_Scene_07_1	579	0	0	-1	-1
-	3638	SI_Scene_08_1	580	128	0	384	512
-	3639	SI_Scene_08_2	580	0	0	128	256
-	3640	SI_Scene_08_3	581	0	0	-1	-1
-	3641	SI_Scene_09_1	582	0	0	-1	-1
-	3642	SI_Scene_09_2	584	0	0	-1	-1
-	3643	SI_Scene_09_3	583	0	0	128	128
-	3644	SI_Scene_09_4	583	128	0	128	128
-	3645	SI_Scene_13_1	586	0	0	-1	-1
-	3646	SI_Scene_13_2	587	0	0	-1	-1
-	3647	SI_Scene_14_1	588	0	0	-1	-1
-	3648	SI_Scene_14_2	591	0	0	-1	-1
-	3649	SI_Scene_14_3	589	0	0	256	512
-	3650	SI_Scene_14_4	590	0	0	128	128
-	3651	SI_Scene_14_5	590	128	0	128	128
-	3652	SI_Scene_15_1	592	0	0	-1	-1
-	3653	SI_Scene_15_2	593	0	0	-1	-1
-	3654	SI_Scene_15_3	595	0	0	-1	-1
-	3655	SI_Scene_15_4	594	0	0	128	128
-	3656	SI_Scene_16_1	596	0	0	-1	-1
-	3657	SI_Scene_16_2	597	0	0	-1	-1
-	3658	SI_Scene_17_1	598	0	0	-1	-1
-	3659	SI_Scene_17_2	599	0	0	160	128
-	3660	SI_Scene_17_3	599	0	128	160	128
-	3661	SI_Scene_17_4	600	0	0	-1	-1
-	3662	SI_Scene_18_1	601	0	0	512	512
-	3663	SI_Scene_18_2	602	0	0	512	512
-	3664	SI_Scene_18_3	603	0	0	-1	-1
-	3665	SI_Scene_21_1	604	0	0	-1	-1
-	3666	SI_Scene_21_2	607	0	0	-1	-1
-	3667	SI_Scene_21_3_01	606	32	0	192	16
-	3668	SI_Scene_21_3_02	606	32	16	192	16
-	3669	SI_Scene_21_3_03	606	32	32	192	16
-	3670	SI_Scene_21_3_04	606	32	48	192	16
-	3671	SI_Scene_21_3_05	606	32	64	192	16
-	3672	SI_Scene_21_3_06	606	32	80	192	16
-	3673	SI_Scene_21_3_07	606	32	96	192	16
-	3674	SI_Scene_21_3_08	606	32	112	192	16
-	3675	SI_Scene_21_3_09	606	32	128	192	16
-	3676	SI_Scene_21_3_10	606	32	144	192	16
-	3677	SI_Scene_21_3_11	606	32	160	192	16
-	3678	SI_Scene_21_3_12	606	32	176	192	16
-	3679	SI_Scene_21_3_13	606	32	192	192	16
-	3680	SI_Scene_21_3_14	606	32	208	192	16
-	3681	SI_Scene_21_3_15	606	32	224	192	16
-	3682	SI_Scene_21_3_16	606	32	240	192	16
-	3683	SI_Scene_21_4_01	606	0	0	16	512
-	3684	SI_Scene_21_4_02	606	240	0	16	512
-	3685	SI_Scene_21_4_03	606	16	0	16	512
-	3686	SI_Scene_21_4_04	606	224	0	16	512
-	3687	SI_Scene_22_1	608	0	0	256	512
-	3688	SI_Scene_22_2	609	0	0	256	512
-	3689	SI_Scene_23_1	610	0	0	-1	-1
-	3690	SI_Scene_23_2	611	0	0	-1	-1
#		Spell(3800~3999)					
-	3800	SI_Spell_00_1	660	0	0	-1	-1
-	3801	SI_Spell_00_2	661	0	0	-1	-1
-	3802	SI_Spell_01_1	662	0	0	-1	-1
-	3803	SI_Spell_01_2	663	0	0	512	512
-	3804	SI_Spell_02_1	664	0	0	-1	-1
-	3805	SI_Spell_02_2	685	0	0	-1	-1
-	3806	SI_Spell_03_1	665	0	0	-1	-1
-	3807	SI_Spell_03_2	666	0	0	-1	-1
-	3808	SI_Spell_04_1	667	0	0	-1	-1
-	3809	SI_Spell_04_2	668	0	0	512	512
-	3810	SI_Spell_05_1	669	0	0	-1	-1
-	3811	SI_Spell_05_2	670	0	0	-1	-1
-	3812	SI_Spell_05_3	215	0	0	-1	-1
-	3813	SI_Spell_06_1	671	0	0	-1	-1
-	3814	SI_Spell_06_2	672	0	0	-1	-1
-	3815	SI_Spell_07_1	673	0	0	-1	-1
-	3816	SI_Spell_08_1	674	0	0	-1	-1
-	3817	SI_Spell_08_2	675	0	0	-1	-1
-	3818	SI_Spell_09_1	676	0	0	512	512
-	3819	SI_Spell_09_2	677	0	0	512	512
-	3820	SI_Spell_12_1	678	0	0	512	512
-	3821	SI_Spell_12_2	679	0	0	512	512
-	3822	SI_Spell_13_1	680	0	0	-1	-1
-	3823	SI_Spell_13_2	681	0	0	-1	-1
-	3824	SI_Spell_14_1	682	0	0	-1	-1
-	3825	SI_Spell_14_2	683	0	0	-1	-1
-	3826	SI_Spell_15_1	684	0	0	-1	-1
-	3827	SI_Spell_16_1	685	0	0	512	512
-	3828	SI_Spell_17_1	686	0	0	512	512
-	3829	SI_Spell_17_2	687	0	0	-1	-1
-	3830	SI_Spell_18_1	688	0	0	-1	-1
-	3831	SI_Spell_18_2	689	0	0	-1	-1
-	3832	SI_Spell_21_1	690	0	0	-1	-1
-	3833	SI_Spell_21_2	691	0	0	-1	-1
-	3834	SI_Spell_22_1	692	0	0	512	512
-	3835	SI_Spell_22_2	693	0	0	512	512
#		Boss(4000~4999)					
-	4000	SI_Boss_Reimu_0	160	0	0	64	80
-	4001	SI_Boss_Reimu_1	160	64	0	64	80
-	4002	SI_Boss_Reimu_2	160	128	0	64	80
-	4003	SI_Boss_Reimu_3	160	192	0	64	80
-	4004	SI_Boss_Reimu_4	160	0	80	64	80
-	4005	SI_Boss_Reimu_5	160	64	80	64	80
-	4006	SI_Boss_Reimu_6	160	128	80	64	80
-	4007	SI_Boss_Reimu_7	160	192	80	64	80
-	4008	SI_Boss_Reimu_8	160	0	160	64	80
-	4009	SI_Boss_Reimu_9	160	64	160	64	80
-	4010	SI_Boss_Reimu_10	160	128	160	64	80
-	4011	SI_Boss_Reimu_11	160	192	160	64	80
-	4012	SI_Boss_Marisa_0	161	0	0	64	80
-	4013	SI_Boss_Marisa_1	161	64	0	64	80
-	4014	SI_Boss_Marisa_2	161	128	0	64	80
-	4015	SI_Boss_Marisa_3	161	192	0	64	80
-	4016	SI_Boss_Marisa_4	161	0	80	64	80
-	4017	SI_Boss_Marisa_5	161	64	80	64	80
-	4018	SI_Boss_Marisa_6	161	128	80	64	80
-	4019	SI_Boss_Marisa_7	161	192	80	64	80
-	4020	SI_Boss_Marisa_8	161	0	160	64	80
-	4021	SI_Boss_Sakuya_0	162	0	0	64	80
-	4022	SI_Boss_Sakuya_1	162	64	0	64	80
-	4023	SI_Boss_Sakuya_2	162	128	0	64	80
-	4024	SI_Boss_Sakuya_3	162	192	0	64	80
-	4025	SI_Boss_Sakuya_4	162	0	80	64	80
-	4026	SI_Boss_Sakuya_5	162	64	80	64	80
-	4027	SI_Boss_Sakuya_6	162	128	80	64	80
-	4028	SI_Boss_Sakuya_7	162	192	80	64	80
-	4029	SI_Boss_Youmu_0	163	0	0	48	64
-	4030	SI_Boss_Youmu_1	163	48	0	48	64
-	4031	SI_Boss_Youmu_2	163	96	0	48	64
-	4032	SI_Boss_Youmu_3	163	144	0	48	64
-	4033	SI_Boss_Youmu_4	163	192	0	48	64
-	4034	SI_Boss_Youmu_5	163	0	64	48	64
-	4035	SI_Boss_Youmu_6	163	48	64	48	64
-	4036	SI_Boss_Youmu_7	163	96	64	48	64
-	4037	SI_Boss_Youmu_8	163	144	64	48	64
-	4038	SI_Boss_Youmu_9	163	192	64	48	64
-	4039	SI_Boss_Youmu_10	163	0	128	48	64
-	4040	SI_Boss_Youmu_11	163	48	128	48	64
-	4041	SI_Boss_Youmu_12	163	96	128	48	64
-	4042	SI_Boss_Youmu_13	163	144	128	48	64
-	4043	SI_Boss_Youmu_14	163	192	128	48	64
-	4044	SI_Boss_Youmu_15	163	0	192	48	64
-	4045	SI_Boss_Youmu_16	163	48	192	48	64
-	4046	SI_Boss_Youmu_17	163	96	192	48	64
-	4047	SI_Boss_Youmu_18	163	144	192	48	64
-	4048	SI_Boss_Youmu_19	163	192	192	48	64
-	4049	SI_Boss_Aya_0	164	0	0	64	64
-	4050	SI_Boss_Aya_1	164	64	0	64	64
-	4051	SI_Boss_Aya_2	164	128	0	64	64
-	4052	SI_Boss_Aya_3	164	192	0	64	64
-	4053	SI_Boss_Aya_4	164	0	64	64	64
-	4054	SI_Boss_Aya_5	164	64	64	64	64
-	4055	SI_Boss_Aya_6	164	128	64	64	64
-	4056	SI_Boss_Aya_7	164	192	64	64	64
-	4057	SI_Boss_Aya_8	164	0	128	64	64
-	4058	SI_Boss_Aya_9	164	64	128	64	64
-	4059	SI_Boss_Aya_10	164	128	128	64	64
-	4060	SI_Boss_Aya_11	164	192	128	64	64
-	4061	SI_Boss_Yuyuko_0	165	0	0	48	80
-	4062	SI_Boss_Yuyuko_1	165	0	80	48	80
-	4063	SI_Boss_Yuyuko_2	165	48	0	48	80
-	4064	SI_Boss_Yuyuko_3	165	96	0	48	80
-	4065	SI_Boss_Yuyuko_4	165	144	0	48	80
-	4066	SI_Boss_Yuyuko_5	165	48	80	48	80
-	4067	SI_Boss_Medicine_0	166	0	0	64	64
-	4068	SI_Boss_Medicine_1	166	64	0	64	64
-	4069	SI_Boss_Medicine_2	166	128	0	64	64
-	4070	SI_Boss_Medicine_3	166	192	0	64	64
-	4071	SI_Boss_Medicine_4	166	0	64	64	64
-	4072	SI_Boss_Medicine_5	166	64	64	64	64
-	4073	SI_Boss_Medicine_6	166	128	64	64	64
-	4074	SI_Boss_Medicine_7	166	192	64	64	64
-	4075	SI_Boss_Cirno_0	167	0	0	64	64
-	4076	SI_Boss_Cirno_1	167	64	0	64	64
-	4077	SI_Boss_Cirno_2	167	128	0	64	64
